Time/s	Absorbance (460 nm)
16406	0.00609
16416	0.00638
16427	0.00658
16437	0.00658
16449	0.00621
16459	0.00543
16470	0.00452
16481	0.00387
16491	0.00363
16501	0.00367
16512	0.00392
16524	0.00432
16535	0.00476
16546	0.0052
16558	0.00564
16569	0.00605
16580	0.0064
16590	0.0067
16600	0.00692
16611	0.00693
16621	0.00655
16632	0.0057
16642	0.00461
16652	0.00382
16663	0.00348
16673	0.00351
16684	0.00378
16695	0.00415
16706	0.00462
16717	0.00507
16729	0.0055
16739	0.00586
16750	0.00617
16761	0.00637
16772	0.00638
16783	0.00607
16794	0.00539
16805	0.00459
16815	0.004
16825	0.00374
16836	0.00375
16846	0.00395
16858	0.00431
16868	0.0047
16880	0.00514
16890	0.00555
16901	0.00595
16911	0.00631
16921	0.00665
16932	0.00696
16942	0.00718
16952	0.00721
16962	0.00684
16972	0.00591
16983	0.00469
16993	0.00379
17003	0.00338
17014	0.0034
17025	0.00368
17036	0.00408
17046	0.00451
17057	0.00495
17068	0.00536
17080	0.00572
17090	0.00596
17100	0.00608
17111	0.00601
17121	0.00568
17132	0.00512
17142	0.00452
17153	0.00408
17163	0.0039
17174	0.00393
17185	0.00415
17197	0.0045
17207	0.00485
17218	0.00522
17229	0.00563
17240	0.00598
17250	0.00631
17261	0.0066
17271	0.00679
17282	0.00676
17292	0.00638
17303	0.0055
17313	0.00454
17323	0.00384
17334	0.00354
17344	0.00358
17354	0.00383
17365	0.00421
17378	0.00471
17389	0.00515
17399	0.00555
17410	0.00594
17420	0.00629
17430	0.00657
17441	0.00675
17451	0.00671
17462	0.00629
17473	0.00541
17483	0.00447
17493	0.00382
17503	0.00355
17514	0.00362
17525	0.00388
17536	0.00429
17547	0.00472
17558	0.00517
17568	0.00556
17579	0.00595
17590	0.00629
17600	0.00655
17610	0.00669
17621	0.00659
17631	0.00609
17642	0.00519
17652	0.00432
17663	0.00376
17673	0.00358
17683	0.00367
17694	0.00396
17705	0.00435
17716	0.00481
17727	0.00524
17738	0.00566
17749	0.00606
17760	0.00641
17771	0.00668
17781	0.00683
17792	0.00672
17802	0.00622
17812	0.00532
17822	0.00432
17833	0.0037
17843	0.00351
17854	0.00363
17865	0.00394
17876	0.00434
17887	0.00481
17898	0.00524
17909	0.00566
17920	0.00601
17930	0.00632
17941	0.00654
17951	0.00659
17963	0.0063
17973	0.00564
17983	0.00477
17993	0.00406
18003	0.00368
18014	0.00364
18024	0.00383
18035	0.00415
18046	0.00456
18057	0.00499
18069	0.00545
18079	0.00584
18090	0.00622
18100	0.00657
18111	0.00684
18122	0.00699
18133	0.00684
18143	0.00622
18153	0.0052
18164	0.00416
18174	0.00358
18185	0.00345
18195	0.00362
18206	0.00397
18217	0.0044
18230	0.00491
18241	0.00533
18251	0.00571
18262	0.00603
18272	0.00627
18283	0.00637
18293	0.00625
18304	0.00575
18315	0.00499
18325	0.0043
18336	0.00387
18346	0.00373
18356	0.00384
18367	0.00412
18378	0.00447
18388	0.00485
18399	0.00527
18410	0.00568
18421	0.00608
18431	0.00644
18441	0.00678
18452	0.00706
18462	0.00723
18472	0.00714
18482	0.00655
18492	0.00544
18503	0.00424
18513	0.00354
18524	0.00335
18534	0.00348
18545	0.00382
18556	0.00425
18567	0.00469
18578	0.00515
18590	0.00555
18601	0.00587
18612	0.00604
18623	0.00606
18633	0.00583
18644	0.00536
18654	0.00476
18665	0.00423
18675	0.00395
18685	0.00389
18696	0.00403
18707	0.00432
18718	0.00466
18730	0.00508
18741	0.00547
18751	0.00582
18761	0.00616
18772	0.00647
18782	0.00671
18793	0.0068
18803	0.00659
18814	0.0059
18825	0.00489
18836	0.00404
18846	0.0036
18856	0.00354
18867	0.00373
18878	0.00409
18888	0.0045
18899	0.00492
18909	0.00533
18919	0.00572
18930	0.00609
18940	0.00643
18951	0.00668
18962	0.00679
18972	0.00659
18983	0.00591
18994	0.00491
19004	0.00406
19015	0.00361
19026	0.00355
19036	0.00375
19048	0.00411
19058	0.00453
19069	0.00496
19079	0.00536
19089	0.00573
19100	0.0061
19110	0.00639
19121	0.0066
19131	0.00664
19141	0.00636
19152	0.00571
19162	0.00482
19173	0.00403
19183	0.00366
19193	0.00361
19203	0.0038
19213	0.00411
19224	0.0045
19235	0.00492
19245	0.00533
19255	0.00572
19266	0.0061
19276	0.00644
19286	0.00672
19296	0.00689
19307	0.00683
19318	0.00631
19329	0.00532
19339	0.00432
19350	0.00369
19360	0.00349
19370	0.00359
19380	0.00388
19392	0.0043
19403	0.00476
19414	0.00521
19425	0.00559
19435	0.00596
19445	0.00624
19456	0.00645
19466	0.00649
19476	0.00625
19487	0.00561
19498	0.00476
19508	0.00407
19519	0.00372
19529	0.00369
19540	0.00388
19551	0.0042
19563	0.00464
19574	0.00508
19585	0.00551
19596	0.00592
19606	0.00629
19616	0.00663
19626	0.00692
19637	0.00712
19647	0.00711
19658	0.00664
19668	0.00567
19678	0.00449
19688	0.00369
19699	0.00339
19709	0.00346
19720	0.00375
19730	0.00412
19741	0.00458
19752	0.00503
19763	0.00541
19773	0.00575
19784	0.00603
19795	0.00617
19806	0.00608
19818	0.00568
19829	0.00503
19840	0.00438
19851	0.00396
19862	0.00384
19873	0.00395
19883	0.00421
19895	0.00457
19906	0.00497
19916	0.00535
19927	0.00574
19937	0.0061
19948	0.00644
19958	0.00673
19968	0.00694
19979	0.00696
19989	0.00662
19999	0.00577
20010	0.00467
20020	0.00385
20030	0.00348
20041	0.00349
20051	0.00374
20063	0.00414
20074	0.00461
20085	0.00506
20097	0.0055
20107	0.00586
20118	0.00617
20129	0.00638
20139	0.00641
20150	0.00614
20161	0.00548
20172	0.00466
20183	0.00404
20193	0.00374
20203	0.00373
20214	0.00394
20226	0.00429
20236	0.00468
20248	0.00512
20258	0.00553
20269	0.00594
20279	0.0063
20290	0.00664
20300	0.00695
20310	0.00716
20321	0.00716
20331	0.00672
20342	0.00567
20352	0.00449
20362	0.00369
20372	0.00338
20383	0.00343
20394	0.00373
20405	0.00416
20417	0.00465
20429	0.00511
20441	0.00553
20452	0.00586
20463	0.00607
20474	0.00611
20485	0.00587
20496	0.00539
20506	0.00478
20516	0.00423
20526	0.00393
20537	0.00387
20547	0.004
20558	0.00428
20571	0.00467
20583	0.0051
20593	0.00548
20603	0.00583
20613	0.00617
20624	0.00649
20634	0.00674
20644	0.00687
20654	0.00676
20665	0.00617
20676	0.00517
20686	0.00421
20697	0.00365
20707	0.0035
20718	0.00365
20728	0.00395
20739	0.00436
20751	0.00485
20761	0.00527
20772	0.00568
20782	0.00603
20793	0.00633
20803	0.00656
20813	0.00662
20824	0.00639
20834	0.00575
20845	0.00487
20855	0.00412
20865	0.00369
20876	0.00362
20887	0.0038
20897	0.0041
20907	0.00449
20918	0.00491
20928	0.00532
20938	0.00571
20949	0.00609
20959	0.00644
20970	0.00672
20980	0.00691
20991	0.00686
21002	0.00637
21012	0.00538
21023	0.00436
21033	0.0037
21044	0.00347
21054	0.00358
21064	0.00386
21076	0.00429
21087	0.00474
21098	0.00519
21108	0.00557
21120	0.00595
21130	0.00623
21140	0.00643
21151	0.00644
21162	0.00613
21172	0.00546
21183	0.00464
21193	0.00401
21204	0.00371
21215	0.00372
21226	0.00395
21236	0.00427
21246	0.00466
21258	0.00509
21269	0.00552
21280	0.00593
21290	0.00629
21300	0.00663
21311	0.00695
21321	0.00715
21332	0.00715
21342	0.00668
21353	0.00562
21363	0.00445
21373	0.00367
21383	0.00338
21393	0.00344
21404	0.00372
21415	0.00415
21427	0.00462
21438	0.00508
21448	0.00545
21459	0.00577
21470	0.00603
21482	0.00613
21493	0.00598
21504	0.00553
21514	0.0049
21525	0.0043
21535	0.00396
21545	0.00386
21556	0.00398
21567	0.00424
21579	0.0046
21590	0.00501
21601	0.00537
21611	0.00575
21622	0.00611
21632	0.00644
21642	0.00671
21652	0.00688
21663	0.00683
21674	0.00634
21684	0.00545
21695	0.00441
21705	0.00373
21715	0.00349
21726	0.00357
21736	0.00385
21747	0.00425
21758	0.00468
21769	0.00513
21779	0.00554
21790	0.00593
21801	0.00626
21812	0.00651
21822	0.00658
21833	0.00638
21844	0.00576
21854	0.00489
21865	0.00413
21875	0.00371
21886	0.00364
21896	0.00379
21907	0.00413
21918	0.00454
21929	0.00496
21939	0.00536
21950	0.00578
21960	0.00614
21971	0.00648
21981	0.00678
21992	0.00697
22003	0.00692
22013	0.00643
22024	0.00544
22034	0.0044
22044	0.00371
22054	0.00345
22065	0.00354
22075	0.00381
22086	0.00421
22096	0.00462
22107	0.00507
22118	0.0055
22129	0.00586
22140	0.00616
22150	0.00634
22160	0.00635
22172	0.00604
22183	0.00537
22194	0.00458
22204	0.00401
22214	0.00376
22225	0.00378
22236	0.00399
22246	0.0043
22257	0.00469
22268	0.00513
22279	0.00554
22290	0.00594
22300	0.0063
22310	0.00664
22320	0.00696
22331	0.00718
22341	0.00722
22351	0.00688
22361	0.00597
22371	0.00475
22381	0.00382
22392	0.00339
22402	0.00339
22413	0.00365
22423	0.00403
22433	0.00445
22444	0.00486
22455	0.0053
22466	0.00564
22476	0.00591
22487	0.00606
22498	0.00603
22509	0.00573
22520	0.00517
22531	0.00455
22541	0.0041
22551	0.0039
22562	0.00392
22573	0.00413
22585	0.00446
22597	0.0049
22608	0.00527
22619	0.00565
22629	0.006
22639	0.00632
22650	0.00661
22661	0.00679
22672	0.00674
22682	0.00631
22693	0.00542
22703	0.00447
22713	0.00381
22723	0.00354
22734	0.0036
22744	0.00387
22756	0.00428
22767	0.00472
22778	0.00516
22788	0.00556
22799	0.00595
22809	0.00629
22819	0.00657
22830	0.00676
22841	0.00672
22851	0.00629
22862	0.00541
22872	0.00447
22882	0.00381
22892	0.00355
22903	0.00361
22913	0.00387
22925	0.00427
22935	0.00469
22947	0.00514
22957	0.00554
22968	0.00594
22979	0.00627
22989	0.00653
23000	0.00666
23010	0.00653
23021	0.00597
23032	0.00507
23042	0.00424
23052	0.00374
23063	0.00359
23073	0.00372
23084	0.00401
23095	0.00441
23107	0.00491
23118	0.00532
23128	0.00571
23139	0.00609
23149	0.00643
23159	0.00671
23170	0.00687
23181	0.00679
23191	0.00624
23202	0.00524
23213	0.00426
23223	0.00367
23233	0.00349
23244	0.00361
23254	0.00393
23265	0.00432
23276	0.00478
23287	0.00522
23299	0.00565
23309	0.006
23320	0.0063
23330	0.00649
23341	0.00649
23351	0.0062
23362	0.00553
23372	0.00469
23382	0.00403
23393	0.0037
23403	0.00368
23414	0.00389
23425	0.00423
23437	0.00469
23448	0.00513
23459	0.00554
23470	0.00594
23480	0.0063
23490	0.00664
23500	0.00692
23511	0.0071
23521	0.00703
23532	0.00644
23543	0.00533
23553	0.00424
23563	0.00359
23574	0.00339
23584	0.00353
23595	0.00384
23606	0.00428
23617	0.00473
23628	0.00518
23639	0.00557
23650	0.00589
23660	0.00612
23671	0.00621
23681	0.00609
23692	0.00566
23702	0.005
23713	0.00435
23724	0.00394
23735	0.00382
23746	0.00393
23756	0.0042
23767	0.00456
23779	0.00496
23790	0.00537
23800	0.00574
23810	0.0061
23820	0.00645
23831	0.00677
23841	0.00699
23852	0.00705
23863	0.00672
23873	0.0059
23883	0.00478
23893	0.0039
23903	0.00347
23914	0.00345
23925	0.00369
23936	0.00407
23946	0.0045
23957	0.00493
23967	0.00534
23978	0.00572
23989	0.00603
23999	0.00625
24011	0.00631
24022	0.00605
24033	0.00548
24043	0.00475
24053	0.00416
24064	0.00383
24074	0.00377
24085	0.00395
24097	0.00428
24107	0.00463
24118	0.00506
24130	0.0055
24140	0.00587
24150	0.00624
24161	0.00659
24171	0.0069
24181	0.00713
24191	0.00718
24201	0.00688
24212	0.00598
24222	0.00476
24233	0.00382
24243	0.00341
24253	0.0034
24263	0.00363
24274	0.00399
24285	0.00447
24296	0.00489
24307	0.00532
24318	0.0057
24329	0.00596
24340	0.00612
24351	0.00607
24363	0.0057
24373	0.00513
24383	0.00451
24394	0.00407
24405	0.00387
24415	0.00391
24427	0.00415
24437	0.00444
24449	0.00488
24460	0.00525
24471	0.00565
24481	0.006
24491	0.00633
24501	0.00663
24512	0.00686
24523	0.00689
24533	0.00656
24544	0.00572
24555	0.00463
24566	0.00383
24576	0.00351
24586	0.00354
24597	0.0038
24608	0.00418
24620	0.00466
24631	0.00512
24642	0.00553
24653	0.00592
24664	0.00625
24675	0.00649
24686	0.00656
24697	0.00631
24707	0.00566
24718	0.0048
24728	0.00408
24739	0.0037
24749	0.00366
24760	0.00384
24770	0.00416
24782	0.00458
24793	0.00502
24804	0.00547
24814	0.00585
24825	0.00623
24836	0.00658
24846	0.00686
24856	0.00702
24866	0.00695
24877	0.00643
24887	0.00543
24898	0.00432
24908	0.00363
24919	0.00343
24929	0.00355
24940	0.00386
24951	0.00429
24962	0.00475
24973	0.0052
24984	0.00558
24994	0.0059
25005	0.00618
25016	0.00631
25028	0.00621
25038	0.0058
25048	0.00513
25059	0.00441
25069	0.00393
25080	0.00376
25090	0.00384
25101	0.00409
25113	0.00448
25123	0.00486
25134	0.00528
25145	0.00569
25156	0.00608
25166	0.00644
25177	0.00677
25187	0.00705
25197	0.00721
25208	0.00707
25218	0.00642
25228	0.00529
25239	0.00414
25249	0.00351
25260	0.00336
25270	0.00352
25280	0.00384
25291	0.00428
25302	0.00474
25314	0.0052
25325	0.00558
25336	0.00588
25347	0.00608
25358	0.00609
25370	0.0058
25381	0.00523
25392	0.00459
25402	0.00412
25412	0.00389
25423	0.00389
25434	0.00408
25445	0.00438
25456	0.00477
25468	0.0052
25479	0.00559
25490	0.00595
25500	0.00629
25511	0.0066
25521	0.00681
25532	0.00686
25543	0.00654
25553	0.0058
25563	0.00479
25573	0.00397
25583	0.00356
25594	0.00352
25604	0.00374
25616	0.00412
25627	0.00456
25638	0.005
25649	0.00546
25660	0.00584
25670	0.00617
25681	0.00646
25691	0.00663
25701	0.00657
25712	0.00612
25723	0.00533
25733	0.00443
25744	0.00383
25754	0.00361
25764	0.00368
25775	0.00395
25786	0.00431
25797	0.00474
25808	0.00519
25820	0.00563
25830	0.006
25840	0.00634
25850	0.00664
25861	0.00687
25872	0.00688
25883	0.00648
25893	0.00561
25904	0.00454
25914	0.00379
25924	0.0035
25935	0.00354
25946	0.00383
25957	0.00422
25967	0.00462
25978	0.00508
25989	0.00551
26000	0.00587
26010	0.00618
26021	0.00641
26032	0.00648
26043	0.00624
26054	0.00559
26065	0.00474
26075	0.00407
26086	0.00372
26096	0.0037
26107	0.00389
26118	0.00422
26130	0.00468
26142	0.00512
26152	0.00553
26163	0.00593
26173	0.0063
26183	0.00664
26194	0.00694
26204	0.00714
26215	0.00711
26225	0.0066
26236	0.00552
26246	0.00437
26256	0.00364
26267	0.00338
26277	0.00348
26288	0.00379
26299	0.0042
26311	0.00471
26323	0.00517
26334	0.00556
26345	0.00588
26356	0.0061
26367	0.00615
26379	0.00592
26389	0.00544
26399	0.00482
26409	0.00424
26420	0.00391
26430	0.00385
26441	0.00398
26452	0.00426
26464	0.00466
26476	0.00509
26486	0.00547
26496	0.00583
26507	0.0062
26517	0.00652
26528	0.0068
26539	0.00696
26549	0.00684
26560	0.00627
26570	0.00526
26580	0.00426
26591	0.00365
26601	0.00346
26612	0.00359
26622	0.0039
26632	0.00428
26643	0.00473
26655	0.00518
26665	0.00557
26676	0.00594
26686	0.00623
26697	0.00643
26707	0.00645
26718	0.00617
26728	0.00551
26739	0.00468
26749	0.00403
26760	0.00372
26771	0.00371
26782	0.00393
26793	0.00429
26804	0.00469
26815	0.00513
26826	0.00554
26836	0.00594
26847	0.0063
26857	0.00664
26867	0.00695
26878	0.00714
26888	0.00711
26899	0.0066
26909	0.00552
26920	0.00437
26930	0.00364
26940	0.00338
26951	0.00348
26961	0.00379
26972	0.0042
26985	0.00472
26996	0.00517
27007	0.00556
27018	0.00588
27029	0.0061
27041	0.00615
27052	0.00592
27062	0.00544
27072	0.00482
27083	0.00424
27094	0.00391
27104	0.00385
27114	0.00398
27125	0.00426
27137	0.00466
27149	0.00509
27160	0.00547
27170	0.00583
27181	0.0062
27191	0.00652
27201	0.0068
27212	0.00696
27223	0.00685
27233	0.00628
27244	0.00527
27254	0.00427
27264	0.00366
27275	0.00346
27285	0.00358
27295	0.00389
27305	0.00427
27316	0.00471
27327	0.00516
27338	0.00556
27349	0.00594
27359	0.00623
27370	0.00643
27380	0.00645
27391	0.00617
27402	0.00551
27412	0.00468
27423	0.00404
27434	0.00372
27444	0.00372
27455	0.00393
27466	0.00429
27477	0.00469
27489	0.00513
27499	0.00554
27510	0.00594
27520	0.0063
27530	0.00664
27541	0.00695
27551	0.00714
27561	0.00711
27572	0.00662
27583	0.00554
27593	0.00439
27603	0.00365
27613	0.00338
27624	0.00347
27635	0.00378
27645	0.00418
27657	0.00468
27669	0.00514
27680	0.00555
27691	0.00587
27702	0.00609
27714	0.00615
27725	0.00593
27735	0.00546
27745	0.00483
27756	0.00425
27767	0.00391
27777	0.00385
27787	0.00398
27798	0.00426
27810	0.00465
27822	0.00508
27833	0.00546
27843	0.00582
27853	0.00617
27863	0.00649
27874	0.00678
27885	0.00695
27895	0.00687
27906	0.00634
27916	0.00534
27926	0.00432
27937	0.00368
27947	0.00346
27957	0.00357
27968	0.00387
27979	0.0043
27991	0.00476
28002	0.00521
28012	0.00558
28023	0.00595
28033	0.00624
28043	0.00644
28054	0.00646
28064	0.00619
28075	0.00553
28086	0.00469
28096	0.00404
28107	0.00372
28117	0.00371
28128	0.00391
28139	0.00427
28150	0.00465
28161	0.00509
28172	0.00552
28183	0.00592
28193	0.00629
28203	0.00663
28214	0.00694
28225	0.00713
28235	0.00709
28245	0.00658
28256	0.0055
28266	0.00436
28276	0.00363
28287	0.00338
28297	0.00347
28307	0.00377
28318	0.00417
28330	0.00466
28341	0.00512
28353	0.00553
28364	0.00587
28375	0.00609
28386	0.00617
28397	0.006
28407	0.00554
28418	0.0049
28428	0.00429
28439	0.00392
28449	0.00384
28460	0.00397
28471	0.00425
28483	0.00464
28495	0.00506
28506	0.00546
28517	0.00586
28528	0.00623
28539	0.00657
28549	0.00684
28560	0.00698
28571	0.00685
28581	0.00625
28591	0.00523
28602	0.00418
28613	0.00359
28623	0.00345
28634	0.00362
28645	0.00398
28656	0.00442
28669	0.00494
28679	0.00534
28690	0.00572
28700	0.00604
28711	0.00631
28722	0.00643
28733	0.00628
28744	0.00577
28755	0.00499
28766	0.00424
28776	0.00382
28786	0.0037
28796	0.00382
28807	0.00412
28818	0.00447
28828	0.00486
28839	0.00528
28850	0.00569
28860	0.00608
28870	0.00644
28881	0.00677
28891	0.00705
28902	0.0072
28913	0.00703
28923	0.00634
28934	0.00512
28944	0.00403
28954	0.00347
28965	0.00337
28975	0.00356
28986	0.00393
28997	0.00435
29009	0.00485
29020	0.00528
29031	0.00563
29041	0.00591
29052	0.00609
29064	0.00608
29074	0.00582
29085	0.00526
29096	0.00461
29106	0.00413
29117	0.00389
29128	0.0039
29139	0.0041
29150	0.00442
29162	0.00484
29174	0.00526
29184	0.00563
29194	0.00598
29205	0.00631
29215	0.00662
29225	0.00682
29236	0.00686
29247	0.00653
29258	0.00569
29269	0.00461
29279	0.00383
29290	0.00352
29300	0.00354
29311	0.00381
29321	0.00418
29333	0.00467
29345	0.00512
29355	0.00553
29366	0.00593
29377	0.00626
29388	0.00652
29399	0.00662
29409	0.00645
29420	0.00586
29430	0.00498
29441	0.00419
29451	0.00372
29461	0.00361
29472	0.00377
29483	0.0041
29494	0.00448
29504	0.00489
29515	0.0053
29525	0.0057
29536	0.00608
29546	0.00643
29556	0.00672
29567	0.00691
29577	0.00689
29588	0.00644
29598	0.00555
29608	0.00449
29619	0.00376
29629	0.00348
29640	0.00355
29650	0.00382
29661	0.00422
29671	0.00463
29683	0.00508
29694	0.00551
29704	0.00587
29715	0.00617
29726	0.00639
29736	0.00644
29746	0.00621
29756	0.00566
29767	0.00489
29777	0.00417
29787	0.00379
29798	0.0037
29808	0.00384
29818	0.00411
29828	0.00448
29839	0.00487
29849	0.00529
29860	0.00569
29871	0.00608
29881	0.00644
29891	0.00678
29902	0.00705
29912	0.0072
29923	0.00704
29933	0.00636
29944	0.00514
29954	0.00404
29965	0.00347
29975	0.00336
29986	0.00356
29996	0.00391
30007	0.00433
30018	0.00481
30030	0.00525
30041	0.00561
30051	0.0059
30063	0.00609
30074	0.00607
30084	0.00582
30095	0.00525
30106	0.00461
30117	0.00413
30127	0.0039
30137	0.00389
30148	0.00408
30159	0.00437
30170	0.00475
30182	0.00518
30193	0.00558
30204	0.00595
30214	0.00629
30225	0.0066
30235	0.00681
30246	0.00685
30257	0.00653
30267	0.00578
30277	0.00478
30287	0.00397
30297	0.00356
30308	0.00353
30319	0.00375
30330	0.00413
30341	0.00458
30352	0.00503
30364	0.00547
30374	0.00585
30384	0.00618
30395	0.00647
30405	0.00664
30417	0.00656
30428	0.00607
30439	0.00518
30449	0.00432
30459	0.00377
30470	0.0036
30480	0.0037
30490	0.00396
30501	0.00433
30512	0.00479
30523	0.00522
30535	0.00565
30546	0.00605
30556	0.0064
30567	0.00669
30577	0.00687
30587	0.00683
30598	0.00635
30608	0.00546
30619	0.00443
30629	0.00374
30639	0.0035
30650	0.00357
30660	0.00383
30671	0.00422
30681	0.00463
30692	0.00508
30703	0.00551
30713	0.00587
30724	0.00618
30734	0.00642
30745	0.00652
30756	0.00634
30766	0.00582
30776	0.00503
30787	0.00424
30797	0.00378
30808	0.00366
30818	0.0038
30829	0.00411
30840	0.00449
30850	0.00489
30861	0.0053
30871	0.0057
30882	0.00609
30892	0.00645
30903	0.00677
30913	0.00703
30924	0.00712
30935	0.00684
30945	0.00604
30955	0.00491
30965	0.00391
30976	0.00345
30986	0.00342
30997	0.00364
31007	0.004
31019	0.00447
31029	0.00489
31040	0.00531
31052	0.0057
31063	0.006
31073	0.00618
31083	0.00619
31094	0.00592
31105	0.00535
31116	0.00467
31126	0.00414
31137	0.00386
31147	0.00384
31157	0.00401
31167	0.00428
31177	0.00462
31189	0.00504
31200	0.00545
31211	0.00586
31222	0.00623
31233	0.00657
31243	0.00686
31253	0.00703
31264	0.00698
31274	0.00649
31284	0.0055
31295	0.00436
31306	0.00365
31316	0.00342
31326	0.00353
31336	0.00382
31347	0.00423
31358	0.00465
31369	0.0051
31380	0.00552
31391	0.00587
31402	0.00616
31412	0.00632
31423	0.00627
31434	0.00593
31444	0.00525
31455	0.0045
31466	0.00397
31476	0.00376
31486	0.00381
31497	0.00403
31508	0.00436
31519	0.00478
31531	0.00521
31542	0.00565
31553	0.00605
31564	0.00641
31574	0.00676
31585	0.00704
31595	0.0072
31605	0.00708
31616	0.00645
31626	0.00533
31637	0.00416
31647	0.00352
31657	0.00336
31668	0.00351
31678	0.00383
31689	0.00426
31700	0.00471
31711	0.00517
31723	0.00556
31734	0.00588
31745	0.00608
31756	0.0061
31767	0.00584
31779	0.00528
31790	0.00463
31800	0.00413
31811	0.00389
31821	0.0039
31832	0.00409
31844	0.00441
31856	0.00481
31868	0.00524
31878	0.00561
31888	0.00597
31899	0.00631
31909	0.00661
31919	0.00682
31930	0.00687
31941	0.00656
31952	0.00572
31962	0.00472
31972	0.00393
31982	0.00354
31993	0.00353
32003	0.00376
32013	0.0041
32024	0.00453
32035	0.00496
32047	0.00544
32058	0.00582
32068	0.00616
32079	0.00645
32089	0.00661
32100	0.00654
32111	0.00605
32121	0.00525
32132	0.00438
32142	0.00381
32153	0.00362
32163	0.0037
32173	0.00396
32184	0.00432
32195	0.00476
32206	0.0052
32218	0.00564
32229	0.00604
32239	0.0064
32249	0.0067
32260	0.00691
32271	0.0069
32282	0.00648
32292	0.0056
32302	0.00453
32313	0.00378
32323	0.00348
32334	0.00354
32345	0.00384
32356	0.00424
32367	0.00466
32378	0.00512
32389	0.00553
32399	0.00588
32409	0.00618
32420	0.00639
32431	0.00642
32442	0.00615
32453	0.00549
32464	0.00467
32474	0.00404
32485	0.00373
32495	0.00373
32507	0.00396
32517	0.00427
32527	0.00465
32538	0.00509
32549	0.00552
32560	0.00593
32571	0.00629
32581	0.00663
32591	0.00695
32602	0.00717
32612	0.00719
32622	0.00679
32632	0.00585
32642	0.00464
32653	0.00376
32663	0.00339
32673	0.0034
32683	0.00365
32693	0.00402
32706	0.00452
32716	0.00496
32727	0.00536
32739	0.00572
32749	0.00597
32761	0.0061
32771	0.00601
32781	0.00568
32792	0.00512
32802	0.00451
32812	0.00407
32822	0.00389
32833	0.00392
32844	0.00414
32856	0.00449
32866	0.00483
32878	0.00526
32889	0.00563
32899	0.00598
32909	0.00631
32920	0.00661
32930	0.00681
32941	0.00683
32951	0.00647
32962	0.00561
32972	0.00462
32983	0.00388
32993	0.00354
33003	0.00355
33014	0.00379
33024	0.00415
33036	0.00462
33047	0.00507
33058	0.0055
33068	0.00587
33079	0.00623
33090	0.00651
33100	0.00667
33111	0.00661
33122	0.00614
33133	0.00525
33143	0.00436
33153	0.00378
33163	0.00358
33173	0.00366
33184	0.00394
33195	0.00431
33206	0.00475
33217	0.00519
33229	0.00563
33239	0.006
33249	0.00633
33260	0.00663
33270	0.00681
33281	0.00675
33291	0.00631
33302	0.00542
33312	0.00441
33323	0.00374
33334	0.00352
33344	0.00361
33355	0.0039
33365	0.00427
33376	0.0047
33387	0.00515
33397	0.00555
33408	0.00594
33419	0.00627
33430	0.00652
33440	0.00661
33450	0.00646
33461	0.00588
33472	0.005
33482	0.0042
33492	0.00373
33503	0.00362
33514	0.00377
33525	0.00409
33535	0.00447
33545	0.00487
33556	0.00529
33566	0.00569
33577	0.00608
33587	0.00643
33598	0.00672
33608	0.00693
33619	0.00692
33629	0.0065
33639	0.00563
33650	0.00455
33660	0.00379
33671	0.00347
33681	0.00352
33692	0.0038
33703	0.00418
33715	0.00468
33726	0.00513
33737	0.00554
33747	0.00589
33758	0.00618
33769	0.00638
33780	0.00636
33792	0.00599
33802	0.00531
33813	0.00453
33823	0.00397
33833	0.00373
33844	0.00377
33854	0.00398
33865	0.00431
33876	0.00471
33887	0.00515
33898	0.00555
33908	0.00595
33918	0.00631
33928	0.00665
33939	0.00696
33949	0.00718
33959	0.00721
33969	0.00685
33980	0.00592
33990	0.0047
34000	0.00379
34010	0.00338
34021	0.0034
34032	0.00367
34042	0.00406
34053	0.00449
34064	0.00493
34075	0.00534
34086	0.00571
34097	0.00596
34107	0.00608
34118	0.00601
34128	0.00569
34139	0.00513
34149	0.00452
34160	0.00409
34170	0.0039
34181	0.00393
34192	0.00415
34204	0.00449
34214	0.00484
34226	0.00527
34236	0.00563
34247	0.00598
34257	0.00631
34268	0.0066
34278	0.00678
34289	0.00675
34300	0.00635
34310	0.00547
34320	0.00452
34331	0.00383
34341	0.00354
34352	0.00359
34362	0.00385
34373	0.00424
34383	0.00465
34395	0.0051
34405	0.00552
34416	0.00592
34427	0.00627
34437	0.00656
34447	0.00675
34459	0.00672
34469	0.00631
34480	0.00543
34490	0.00449
34500	0.00382
34510	0.00355
34521	0.00361
34531	0.00387
34543	0.00426
34553	0.00468
34564	0.00513
34575	0.00554
34586	0.00593
34597	0.00627
34607	0.00654
34618	0.00667
34628	0.00656
34639	0.00602
34650	0.00513
34660	0.00428
34670	0.00375
34680	0.00359
34691	0.0037
34701	0.00397
34712	0.00435
34723	0.00482
34734	0.00525
34745	0.00567
34756	0.00606
34767	0.00641
34777	0.00669
34788	0.00686
34799	0.00677
34810	0.00622
34820	0.00522
34831	0.00425
34841	0.00366
34852	0.0035
34862	0.00363
34873	0.00396
34884	0.00437
34896	0.00485
34907	0.00528
34918	0.00569
34928	0.00603
34939	0.00632
34949	0.00651
34959	0.00653
34969	0.00626
34979	0.0056
34990	0.00475
35000	0.00406
35011	0.0037
35022	0.00367
35032	0.00387
