Time /s	Absorbance (460 nm)
73317	0.00447
73328	0.00472
73340	0.00498
73352	0.00527
73366	0.00558
73380	0.00592
73395	0.00627
73406	0.00651
73417	0.00675
73428	0.007
73440	0.00724
73453	0.00749
73466	0.00772
73480	0.00794
73494	0.00814
73509	0.00831
73525	0.00847
73541	0.00859
73557	0.00869
73574	0.00877
73591	0.00883
73608	0.00888
73625	0.00892
73643	0.00895
73661	0.00898
73680	0.009
73699	0.00902
73719	0.00903
73739	0.00905
73761	0.00906
73783	0.00908
73808	0.00909
73833	0.00911
73860	0.00913
73890	0.00914
73921	0.00916
73956	0.00918
73993	0.0092
74032	0.00922
74075	0.00924
74121	0.00927
74168	0.00929
74218	0.00932
74269	0.00934
74321	0.00937
74372	0.00939
74422	0.00942
74471	0.00944
74518	0.00946
74562	0.00948
74604	0.0095
74644	0.00952
74681	0.00953
74714	0.00955
74746	0.00957
74774	0.00957
74800	0.00958
74823	0.0096
74843	0.00961
74861	0.00961
74877	0.0096
74891	0.0096
74904	0.00963
74915	0.00965
74929	0.00968
74940	0.00968
74952	0.00965
74964	0.0096
74976	0.00958
74987	0.00959
74998	0.00965
75008	0.00973
75020	0.00981
75032	0.00983
75044	0.00975
75055	0.0096
75068	0.00942
75079	0.00941
75092	0.0096
75107	0.01001
75122	0.0104
75134	0.01038
75145	0.00988
75156	0.00913
75169	0.00859
75181	0.00883
75192	0.00969
75204	0.01109
75214	0.01305
75224	0.01822
75234	0.02501
75244	0.03385
75254	0.04272
75264	0.05162
75275	0.06039
75285	0.06918
75295	0.07779
75305	0.08639
75315	0.09518
75325	0.10368
75336	0.11216
75346	0.12041
75356	0.12877
75366	0.13718
75377	0.14559
75387	0.15393
75398	0.16211
75408	0.17004
75418	0.17837
75429	0.18637
75440	0.19474
75450	0.20267
75461	0.21092
75472	0.21864
75482	0.22663
75493	0.23398
75503	0.24157
75514	0.2494
75525	0.25748
75535	0.26476
75546	0.27224
75557	0.27993
75568	0.28783
75579	0.29478
75589	0.30188
75600	0.30916
75611	0.3166
75622	0.32422
75634	0.33201
75644	0.33864
75654	0.3454
75665	0.35229
75676	0.35931
75687	0.36646
75699	0.37375
75710	0.38118
75723	0.38875
75735	0.39646
75745	0.40274
75756	0.4091
75766	0.41557
75777	0.42213
75788	0.42879
75800	0.43554
75811	0.4424
75823	0.44936
75835	0.45642
75848	0.46358
75860	0.47084
75874	0.4782
75887	0.48567
75897	0.49134
75908	0.49706
75918	0.50283
75929	0.50865
75940	0.51452
75951	0.52042
75963	0.52633
75974	0.53223
75986	0.53802
75997	0.54346
76008	0.54842
76018	0.43058
76028	0.01941
76038	0.00359
76048	0.00265
76058	0.00267
76070	0.00277
76082	0.0029
76092	0.00303
76103	0.00318
76115	0.00337
76126	0.00355
76137	0.00376
76149	0.00399
76162	0.00426
76173	0.00449
76184	0.00473
76196	0.005
76208	0.00529
76221	0.0056
76235	0.00593
76250	0.00628
76260	0.00652
76270	0.00676
76281	0.00701
76293	0.00726
76305	0.0075
76317	0.00774
76330	0.00796
76343	0.00817
76357	0.00836
76371	0.00852
76385	0.00865
76400	0.00876
76415	0.00884
76429	0.00891
76444	0.00896
76459	0.00901
76473	0.00904
76488	0.00907
76503	0.00909
76519	0.00911
76534	0.00913
76551	0.00914
76567	0.00916
76585	0.00917
76603	0.00918
76622	0.00919
76642	0.00921
76664	0.00922
76687	0.00923
76712	0.00925
76740	0.00926
76769	0.00928
76801	0.00929
76836	0.00931
76875	0.00933
76916	0.00935
76960	0.00937
77007	0.00939
77055	0.00942
77104	0.00944
77153	0.00947
77202	0.00948
77249	0.00951
77294	0.00952
77336	0.00956
77375	0.00955
77411	0.00957
77443	0.00964
77472	0.00955
77498	0.00955
77520	0.00972
77540	0.00978
77557	0.00961
77572	0.00941
77585	0.00938
77597	0.00953
77607	0.00979
77620	0.01013
77630	0.01028
77641	0.01019
77652	0.00971
77662	0.00913
77672	0.00875
77682	0.0088
77694	0.0094
77705	0.01037
77715	0.01156
77725	0.01331
77735	0.01757
77746	0.02428
77756	0.03317
77766	0.04215
77776	0.05107
77786	0.05984
77796	0.06862
77806	0.07739
77816	0.08595
77827	0.09471
77837	0.10316
77847	0.11159
77858	0.1203
77868	0.12865
77878	0.13707
77889	0.14549
77899	0.15384
77909	0.16204
77920	0.16999
77930	0.17835
77941	0.18637
77952	0.19478
77962	0.20275
77973	0.21105
77983	0.21881
77994	0.22686
78004	0.23426
78015	0.24191
78026	0.24981
78037	0.25797
78047	0.26532
78058	0.27289
78069	0.28066
78081	0.28866
78091	0.2957
78101	0.3029
78112	0.31028
78123	0.31784
78135	0.32558
78146	0.33351
78156	0.34026
78167	0.34714
78178	0.35416
78189	0.36132
78200	0.36863
78211	0.37607
78223	0.38367
78235	0.39142
78248	0.39931
78258	0.40575
78269	0.41228
78279	0.41892
78290	0.42566
78301	0.4325
78313	0.43946
78325	0.44652
78336	0.4537
78349	0.46099
78361	0.46839
78374	0.47591
78387	0.48355
78400	0.4913
78410	0.4972
78421	0.50317
78431	0.5092
78442	0.51531
78453	0.52149
78464	0.52774
78475	0.53407
78487	0.54047
78499	0.54694
78510	0.55349
78523	0.56012
78535	0.56682
78547	0.5736
78560	0.58046
78573	0.5874
78587	0.59442
78600	0.60151
78614	0.60869
78628	0.61594
78643	0.62325
78657	0.63061
78672	0.63794
78687	0.64499
78698	0.65006
78708	0.64773
78718	0.04554
78728	0.00496
78738	0.00272
78748	0.00262
78759	0.0027
78769	0.0028
78780	0.00293
78791	0.00306
78802	0.00323
78812	0.00338
78823	0.00356
78835	0.00377
78847	0.00401
78861	0.00429
78871	0.00451
78883	0.00476
78895	0.00504
78907	0.00533
78921	0.00564
78935	0.00598
78945	0.00621
78956	0.00645
78967	0.0067
78978	0.00694
78990	0.00719
79003	0.00743
79016	0.00767
79030	0.00789
79044	0.0081
79059	0.00828
79074	0.00843
79090	0.00856
79106	0.00867
79123	0.00875
79140	0.00882
79157	0.00887
79174	0.00891
79192	0.00894
79210	0.00897
79228	0.00899
79247	0.00901
79267	0.00903
79287	0.00905
79309	0.00906
79331	0.00908
79355	0.00909
79380	0.00911
79407	0.00912
79436	0.00914
79467	0.00916
79501	0.00918
79537	0.00919
79576	0.00922
79618	0.00924
79663	0.00926
79711	0.00929
79760	0.00931
79811	0.00934
79862	0.00936
79914	0.00939
79964	0.00941
80013	0.00944
80060	0.00946
80106	0.00948
80148	0.0095
80188	0.00952
80226	0.00953
80260	0.00954
80292	0.00956
80321	0.00957
80347	0.00958
80371	0.0096
80392	0.00961
80410	0.00961
80427	0.0096
80441	0.0096
80454	0.00962
80465	0.00965
80479	0.00968
80491	0.00968
80504	0.00965
80514	0.00961
80524	0.00958
80535	0.00958
80546	0.00962
80557	0.0097
80568	0.00978
80579	0.00983
80589	0.00981
80602	0.00968
80614	0.0095
80629	0.0094
80642	0.00954
80656	0.00991
80671	0.01034
80683	0.01043
80695	0.01003
80706	0.00932
80718	0.00868
80729	0.00864
80740	0.00923
80750	0.01023
80760	0.01164
80770	0.01419
80780	0.01996
80790	0.02806
80800	0.03693
80811	0.04585
80821	0.05471
80831	0.06348
80841	0.0721
80851	0.08088
80861	0.08949
80872	0.0982
80882	0.10659
80892	0.11488
80902	0.12333
80912	0.13189
80923	0.14051
80933	0.14855
80944	0.15706
80955	0.16541
80965	0.1735
80975	0.18128
80986	0.18942
80996	0.19713
81006	0.20516
81016	0.21267
81027	0.22044
81038	0.22851
81048	0.23592
81058	0.24357
81069	0.25146
81081	0.25961
81091	0.26695
81102	0.27449
81113	0.28224
81125	0.2902
81135	0.2972
81145	0.30437
81156	0.3117
81167	0.3192
81179	0.32688
81191	0.33473
81201	0.34141
81212	0.34823
81222	0.35517
81233	0.36224
81245	0.36945
81256	0.3768
81268	0.38429
81280	0.39191
81290	0.39812
81301	0.40442
81311	0.41081
81322	0.4173
81333	0.42389
81344	0.43057
81355	0.43735
81367	0.44424
81379	0.45122
81391	0.45831
81404	0.46549
81417	0.47278
81430	0.48018
81440	0.48579
81450	0.49145
81461	0.49718
81471	0.50295
81482	0.50877
81493	0.51464
81504	0.52054
81516	0.52646
81527	0.53235
81539	0.53814
81550	0.54356
81561	0.54848
81571	0.41669
81581	0.0187
81591	0.00354
81601	0.00265
81612	0.00267
81622	0.00277
81633	0.0029
81645	0.00305
81657	0.0032
81669	0.0034
81680	0.00358
81691	0.00379
81704	0.00403
81717	0.0043
81728	0.00453
81739	0.00478
81751	0.00505
81763	0.00534
81776	0.00566
81790	0.00599
81805	0.00634
81815	0.00658
81826	0.00683
81837	0.00708
81849	0.00733
81861	0.00757
81874	0.0078
81887	0.00802
81900	0.00823
81914	0.0084
81928	0.00856
81942	0.00868
81957	0.00878
81971	0.00886
81986	0.00893
82001	0.00898
82015	0.00902
82030	0.00905
82045	0.00908
82060	0.0091
82076	0.00912
82092	0.00913
82108	0.00915
82125	0.00916
82142	0.00917
82161	0.00919
82180	0.0092
82201	0.00921
82223	0.00922
82247	0.00924
82273	0.00925
82300	0.00926
82331	0.00928
82364	0.0093
82400	0.00932
82439	0.00934
82481	0.00936
82526	0.00938
82573	0.0094
82621	0.00943
82671	0.00945
82720	0.00947
82768	0.00949
82814	0.00952
82859	0.00952
82900	0.00957
82939	0.00954
82973	0.0096
83004	0.00963
83032	0.00953
83057	0.00959
83079	0.00976
83098	0.00976
83114	0.00955
83129	0.00938
83142	0.0094
83153	0.0096
83167	0.00998
83178	0.01024
83190	0.01025
83200	0.00992
83211	0.00931
83222	0.00882
83233	0.00875
83244	0.00919
83255	0.01006
83265	0.01121
83276	0.01278
83286	0.01588
83296	0.02219
83306	0.03087
83316	0.03984
83326	0.04873
83336	0.05767
83346	0.06644
83357	0.07518
83367	0.08376
83377	0.09232
83387	0.10093
83397	0.10958
83408	0.11812
83418	0.12633
83428	0.13459
83438	0.14284
83448	0.15104
83458	0.15908
83469	0.16756
83480	0.17579
83490	0.1837
83501	0.19198
83511	0.19983
83522	0.20801
83532	0.21566
83543	0.2236
83554	0.23182
83564	0.23939
83575	0.24721
83586	0.25528
83596	0.26256
83607	0.27004
83618	0.27774
83629	0.28566
83639	0.29262
83649	0.29975
83660	0.30706
83671	0.31454
83682	0.3222
83694	0.33004
83704	0.33672
83714	0.34353
83725	0.35048
83736	0.35757
83747	0.3648
83758	0.37217
83770	0.37969
83782	0.38736
83794	0.39518
83804	0.40154
83815	0.40801
83825	0.41458
83836	0.42125
83847	0.42803
83858	0.43491
83870	0.44191
83881	0.44901
83893	0.45622
83906	0.46355
83918	0.47099
83931	0.47855
83944	0.48623
83954	0.49207
83964	0.49798
83975	0.50395
83985	0.51
83996	0.51611
84007	0.5223
84018	0.52856
84030	0.5349
84041	0.54131
84053	0.54779
84065	0.55435
84077	0.56099
84089	0.5677
84102	0.57449
84115	0.58136
84128	0.58831
84141	0.59534
84155	0.60244
84169	0.60963
84183	0.61689
84197	0.62421
84212	0.63157
84227	0.63889
84242	0.64585
84252	0.65069
84262	0.60301
84272	0.0306
84282	0.00423
84292	0.00267
84302	0.00263
84313	0.00271
84323	0.00282
84335	0.00295
84346	0.00309
84357	0.00326
84368	0.00342
84379	0.00361
84390	0.00383
84403	0.00407
84413	0.00428
84424	0.00451
84435	0.00476
84447	0.00503
84460	0.00532
84473	0.00564
84488	0.00597
84498	0.00621
84508	0.00644
84519	0.00669
84531	0.00694
84543	0.00718
84555	0.00743
84568	0.00766
84582	0.00788
84596	0.00809
84611	0.00827
84626	0.00843
84642	0.00856
84659	0.00867
84675	0.00875
84692	0.00882
84709	0.00887
84726	0.00891
84744	0.00894
84762	0.00897
84780	0.00899
84799	0.00901
84819	0.00903
84839	0.00905
84861	0.00906
84883	0.00908
84907	0.00909
84932	0.00911
84959	0.00912
84987	0.00914
85018	0.00916
85052	0.00917
85088	0.00919
85127	0.00922
85169	0.00924
85214	0.00926
85261	0.00929
85311	0.00931
85361	0.00934
85413	0.00936
85464	0.00939
85515	0.00941
85564	0.00944
85611	0.00946
85656	0.00948
85699	0.0095
85739	0.00952
85777	0.00953
85811	0.00954
85843	0.00956
85872	0.00957
85899	0.00958
85922	0.0096
85943	0.00961
85962	0.00961
85979	0.0096
85993	0.0096
86006	0.00962
86017	0.00965
86032	0.00968
86044	0.00968
86056	0.00965
86067	0.00961
86077	0.00958
86087	0.00958
86098	0.00962
86109	0.0097
86120	0.00978
86131	0.00983
86142	0.00981
86154	0.00968
86166	0.0095
86182	0.0094
86194	0.00953
86208	0.0099
86223	0.01032
86235	0.01043
86248	0.01005
86259	0.00935
86270	0.0087
86281	0.00863
86292	0.0092
86303	0.01018
86313	0.01159
86323	0.01413
86333	0.01987
86343	0.02801
86353	0.03688
86363	0.04579
86373	0.05463
86383	0.0634
86394	0.07227
86404	0.08108
86414	0.0897
86425	0.09844
86435	0.10685
86445	0.11516
86455	0.12363
86466	0.13221
86476	0.14031
86486	0.14833
86496	0.15683
86507	0.16516
86517	0.17325
86527	0.18101
86538	0.18914
86548	0.19684
86559	0.20486
86569	0.21235
86579	0.22012
86590	0.22817
86600	0.23557
86611	0.24321
86622	0.25109
86633	0.25922
86643	0.26655
86654	0.27408
86665	0.28182
86677	0.28977
86687	0.29676
86697	0.30392
86708	0.31124
86719	0.31873
86731	0.3264
86743	0.33424
86753	0.34091
86763	0.34772
86774	0.35465
86785	0.36171
86796	0.36891
86808	0.37625
86820	0.38373
86832	0.39134
86842	0.39754
86852	0.40383
86863	0.41022
86874	0.4167
86885	0.42327
86896	0.42995
86907	0.43672
86919	0.4436
86931	0.45057
86943	0.45765
86955	0.46483
86968	0.47211
86981	0.47949
86991	0.48509
87002	0.49075
87012	0.49647
87023	0.50224
87033	0.50805
87044	0.51391
87056	0.51981
87067	0.52573
87079	0.53163
87090	0.53744
87101	0.54293
87112	0.5477
87122	0.52916
87132	0.02998
87142	0.00414
87152	0.00268
87163	0.00266
87173	0.00275
87184	0.00287
87196	0.00301
87207	0.00316
87219	0.00335
87229	0.00352
87241	0.00372
87253	0.00395
87266	0.00422
87276	0.00444
87287	0.00468
87299	0.00494
87311	0.00522
87324	0.00553
87337	0.00585
87352	0.0062
87362	0.00644
87372	0.00668
87383	0.00693
87395	0.00718
87406	0.00742
87419	0.00766
87431	0.00789
87444	0.00811
87458	0.0083
87472	0.00847
87486	0.00861
87501	0.00872
87515	0.00882
87530	0.00889
87545	0.00895
87559	0.00899
87574	0.00903
87589	0.00906
87604	0.00908
87619	0.0091
87635	0.00912
87651	0.00914
87667	0.00915
87684	0.00917
87702	0.00918
87721	0.00919
87741	0.0092
87762	0.00921
87785	0.00923
87809	0.00924
87836	0.00926
87865	0.00927
87896	0.00929
87930	0.0093
87967	0.00932
88008	0.00934
88051	0.00936
88097	0.00939
88144	0.00941
88193	0.00943
88243	0.00946
88291	0.00948
88339	0.0095
88385	0.00952
88428	0.00954
88468	0.00956
88505	0.00955
88539	0.00963
88568	0.00959
88595	0.00952
88618	0.00966
88639	0.00979
88657	0.00969
88673	0.00946
88687	0.00936
88699	0.00947
88709	0.0097
88723	0.01007
88734	0.01027
88744	0.01022
88755	0.00985
88765	0.00925
88776	0.00879
88787	0.00878
88798	0.0093
88809	0.01023
88819	0.0114
88830	0.01307
88840	0.01676
88850	0.02337
88860	0.03219
88870	0.04102
88880	0.04986
88890	0.0587
88901	0.06761
88911	0.07623
88921	0.08496
88931	0.09363
88941	0.10237
88951	0.11073
88962	0.11936
88972	0.12766
88982	0.136
88993	0.14435
89003	0.15264
89013	0.16077
89023	0.16866
89034	0.17695
89044	0.18491
89055	0.19324
89065	0.20115
89076	0.20939
89087	0.21709
89097	0.22507
89109	0.23335
89119	0.24097
89130	0.24884
89141	0.25697
89151	0.26429
89162	0.27183
89173	0.27957
89184	0.28754
89194	0.29455
89205	0.30173
89216	0.30908
89227	0.31661
89238	0.32432
89250	0.33221
89260	0.33894
89270	0.3458
89281	0.35279
89292	0.35992
89303	0.3672
89315	0.37462
89326	0.38218
89338	0.3899
89351	0.39777
89361	0.40418
89372	0.41069
89382	0.4173
89393	0.42401
89404	0.43084
89416	0.43776
89427	0.4448
89439	0.45195
89451	0.45921
89464	0.46659
89476	0.47408
89489	0.48168
89502	0.48941
89513	0.49529
89523	0.50123
89533	0.50724
89544	0.51333
89555	0.51949
89566	0.52571
89577	0.53201
89589	0.53839
89600	0.54484
89612	0.55136
89624	0.55797
89636	0.56464
89649	0.5714
89662	0.57823
89675	0.58515
89688	0.59214
89701	0.59921
89715	0.60636
89729	0.61359
89743	0.62088
89758	0.62823
89773	0.63558
89788	0.64278
89799	0.64816
89809	0.6526
89819	0.17458
89829	0.01016
89839	0.00305
89850	0.00261
89860	0.00266
89871	0.00277
89882	0.00288
89892	0.003
89903	0.00315
89915	0.00334
89926	0.00351
89937	0.00371
89949	0.00394
89962	0.00421
89973	0.00443
89984	0.00467
89996	0.00493
90008	0.00522
90021	0.00553
90035	0.00585
90050	0.0062
90061	0.00644
90072	0.00668
90083	0.00693
90095	0.00718
90108	0.00742
90121	0.00766
90134	0.00788
90149	0.00809
90163	0.00827
90179	0.00843
90195	0.00856
90211	0.00866
90228	0.00875
90244	0.00881
90262	0.00887
90279	0.00891
90296	0.00894
90314	0.00897
90333	0.00899
90352	0.00901
90371	0.00903
90392	0.00904
90413	0.00906
90435	0.00908
90459	0.00909
90484	0.00911
90511	0.00912
90540	0.00914
90571	0.00916
90604	0.00917
90641	0.00919
90680	0.00922
90722	0.00924
90766	0.00926
90814	0.00929
90863	0.00931
90914	0.00934
90965	0.00936
91016	0.00939
91067	0.00941
91116	0.00944
91163	0.00946
91209	0.00948
91251	0.0095
91292	0.00952
91329	0.00953
91364	0.00954
91396	0.00956
91425	0.00957
91451	0.00958
91475	0.0096
91496	0.00961
91515	0.00961
91531	0.0096
91546	0.0096
91559	0.00962
91570	0.00965
91584	0.00968
91596	0.00968
91609	0.00965
91619	0.00962
91630	0.00958
91640	0.00958
91651	0.00962
91662	0.0097
91673	0.00978
91684	0.00983
91694	0.00981
91707	0.00968
91719	0.0095
91734	0.0094
91747	0.00952
91761	0.00989
91776	0.01032
91788	0.01044
91800	0.01007
91811	0.00937
91822	0.00871
91833	0.00862
91845	0.00917
91855	0.01014
91865	0.01154
91875	0.01396
91885	0.01965
91895	0.02757
91905	0.03642
91915	0.04533
91926	0.05427
91936	0.06296
91946	0.07179
91956	0.08051
91966	0.08908
91977	0.09775
91987	0.10652
91997	0.1148
92007	0.12325
92018	0.1318
92028	0.14042
92039	0.14845
92049	0.15696
92060	0.16529
92070	0.17339
92080	0.18116
92091	0.18929
92101	0.197
92112	0.20502
92122	0.21252
92132	0.2203
92143	0.22835
92153	0.23576
92164	0.2434
92175	0.25129
92186	0.25943
92196	0.26676
92207	0.2743
92218	0.28205
92230	0.29001
92240	0.297
92251	0.30416
92261	0.31149
92273	0.31898
92284	0.32666
92296	0.3345
92306	0.34118
92317	0.34799
92327	0.35493
92338	0.362
92350	0.36921
92361	0.37655
92373	0.38403
92385	0.39165
92395	0.39785
92406	0.40415
92416	0.41054
92427	0.41702
92438	0.42361
92449	0.43029
92460	0.43706
92472	0.44394
92484	0.45092
92496	0.458
92509	0.46519
92522	0.47247
92535	0.47986
92545	0.48547
92555	0.49113
92565	0.49685
92576	0.50262
92587	0.50844
92598	0.51431
92609	0.52021
92621	0.52612
92632	0.53202
92644	0.53782
92655	0.54328
92665	0.54795
92675	0.50708
92685	0.0258
92695	0.00393
92705	0.00267
92715	0.00266
92725	0.00275
92736	0.00286
92748	0.00301
92759	0.00315
92771	0.00334
92781	0.00351
92793	0.00371
92805	0.00394
92818	0.0042
92828	0.00442
92839	0.00466
92850	0.00492
92862	0.0052
92875	0.0055
92889	0.00583
92903	0.00617
92913	0.00641
92924	0.00665
92935	0.0069
92946	0.00715
92958	0.00739
92970	0.00764
92983	0.00787
92996	0.00808
93009	0.00828
93023	0.00845
93037	0.00859
93052	0.00871
93066	0.00881
93081	0.00888
93096	0.00894
93110	0.00899
93125	0.00903
93140	0.00906
93155	0.00908
93170	0.0091
93186	0.00912
93202	0.00914
93218	0.00915
93235	0.00916
93253	0.00918
93272	0.00919
93291	0.0092
93312	0.00921
93335	0.00923
93359	0.00924
93386	0.00925
93414	0.00927
93445	0.00929
93479	0.0093
93516	0.00932
93556	0.00934
93598	0.00936
93644	0.00939
93692	0.00941
93740	0.00943
93790	0.00945
93839	0.00948
93886	0.0095
93932	0.00952
93976	0.00953
94017	0.00957
94054	0.00954
94088	0.00962
94118	0.0096
94145	0.00952
94169	0.00964
94190	0.00979
94208	0.00971
94224	0.00948
94238	0.00936
94250	0.00945
94261	0.00967
94275	0.01004
94286	0.01026
94297	0.01023
94307	0.00987
94318	0.00927
94328	0.0088
94339	0.00877
94350	0.00927
94361	0.01018
94372	0.01135
94382	0.01291
94392	0.01626
94402	0.02273
94412	0.03152
94422	0.04047
94432	0.04925
94442	0.05814
94452	0.06697
94463	0.07579
94473	0.08445
94483	0.09308
94493	0.10176
94504	0.1105
94514	0.11911
94524	0.12739
94535	0.13572
94545	0.14405
94555	0.15232
94566	0.16043
94576	0.1683
94586	0.17657
94596	0.18452
94607	0.19283
94618	0.20073
94628	0.20894
94639	0.21663
94649	0.2246
94661	0.23286
94671	0.24046
94682	0.24831
94693	0.25642
94703	0.26373
94714	0.27125
94725	0.27898
94736	0.28693
94746	0.29393
94757	0.30109
94767	0.30843
94778	0.31594
94790	0.32363
94802	0.33151
94812	0.33822
94822	0.34506
94833	0.35204
94843	0.35916
94855	0.36642
94866	0.37383
94878	0.38138
94890	0.38908
94902	0.39693
94913	0.40333
94923	0.40982
94934	0.41642
94944	0.42312
94955	0.42993
94967	0.43684
94978	0.44387
94990	0.451
95002	0.45825
95015	0.4656
95027	0.47308
95040	0.48067
95053	0.48838
95063	0.49425
95074	0.50018
95084	0.50618
95095	0.51225
95106	0.5184
95117	0.52461
95128	0.5309
95139	0.53726
95151	0.5437
95163	0.55021
95175	0.5568
95187	0.56346
95199	0.57021
95212	0.57703
95225	0.58393
95238	0.5909
95252	0.59796
95265	0.6051
95279	0.61231
95294	0.61959
95308	0.62693
95323	0.63429
95338	0.64154
95350	0.64712
95360	0.65174
95370	0.35445
95380	0.01634
95390	0.00344
95400	0.00263
95411	0.00265
95422	0.00275
95434	0.00287
95446	0.00302
95457	0.00317
95469	0.00336
95480	0.00354
95491	0.00374
95504	0.00398
95517	0.00425
95528	0.00447
95539	0.00472
95551	0.00499
95563	0.00528
95577	0.00559
95591	0.00592
95606	0.00627
95617	0.00651
95628	0.00676
95639	0.007
95652	0.00725
95664	0.00749
95677	0.00772
95691	0.00794
95706	0.00814
95721	0.00832
95736	0.00847
95752	0.00859
95769	0.00869
95785	0.00877
95802	0.00883
95819	0.00888
95837	0.00892
95855	0.00895
95873	0.00898
95891	0.009
95910	0.00902
95930	0.00903
95951	0.00905
95972	0.00906
95995	0.00908
96019	0.00909
96045	0.00911
96072	0.00913
96102	0.00914
96134	0.00916
96168	0.00918
96205	0.0092
96245	0.00922
96287	0.00924
96333	0.00927
96381	0.00929
96431	0.00932
96482	0.00934
96533	0.00937
96584	0.0094
96635	0.00942
96683	0.00944
96730	0.00946
96775	0.00948
96817	0.0095
96856	0.00952
96893	0.00953
96926	0.00955
96957	0.00957
96986	0.00957
97011	0.00958
97034	0.0096
97055	0.00961
97073	0.00961
97089	0.0096
97103	0.0096
97115	0.00963
97126	0.00965
97140	0.00968
97151	0.00968
97163	0.00965
97176	0.0096
97187	0.00958
97199	0.00959
97209	0.00965
97219	0.00973
97231	0.00981
97243	0.00983
97255	0.00974
97266	0.00959
97279	0.00942
97290	0.00941
97304	0.00961
97318	0.01003
97333	0.0104
97345	0.01037
97357	0.00986
97368	0.00911
97380	0.00859
97392	0.00885
97404	0.00972
97415	0.01114
97426	0.01325
97436	0.01869
97446	0.02562
97456	0.03453
97466	0.04351
97476	0.05231
97486	0.06104
97496	0.0699
97507	0.07863
97517	0.08733
97527	0.09584
97537	0.1044
97548	0.11295
97558	0.12126
97568	0.12967
97578	0.13815
97589	0.14662
97600	0.15502
97610	0.16326
97620	0.17125
97631	0.17964
97642	0.1877
97652	0.19534
97662	0.2033
97673	0.21158
97684	0.21932
97694	0.22734
97704	0.23471
97715	0.24232
97726	0.25018
97737	0.25828
97748	0.26558
97758	0.27309
97769	0.2808
97781	0.28872
97791	0.29569
97801	0.30282
97812	0.31011
97823	0.31758
97835	0.32522
97846	0.33303
97857	0.33969
97867	0.34646
97878	0.35337
97889	0.36041
97900	0.36759
97911	0.3749
97923	0.38235
97935	0.38994
97948	0.39768
97958	0.40397
97969	0.41036
97979	0.41684
97990	0.42342
98001	0.43009
98013	0.43687
98024	0.44375
98036	0.45072
98049	0.4578
98061	0.46498
98074	0.47226
98087	0.47965
98097	0.48525
98107	0.49092
98118	0.49663
98128	0.5024
98139	0.50822
98150	0.51408
98161	0.51998
98173	0.5259
98184	0.5318
98196	0.5376
98207	0.54308
98217	0.54781
98227	0.52142
98237	0.02822
98247	0.00405
98257	0.00268
98268	0.00266
98278	0.00275
98289	0.00287
98301	0.00301
98312	0.00316
98324	0.00335
98335	0.00352
98346	0.00372
98358	0.00395
98371	0.00422
98382	0.00444
98392	0.00468
98404	0.00494
98416	0.00522
98429	0.00553
98443	0.00585
98457	0.0062
98467	0.00644
98478	0.00668
98489	0.00693
98500	0.00718
98512	0.00742
98524	0.00766
98537	0.00789
98550	0.00811
98564	0.0083
98577	0.00847
98592	0.00861
98606	0.00872
98621	0.00882
98635	0.00889
98650	0.00895
98665	0.00899
98679	0.00903
98694	0.00906
98709	0.00908
98725	0.0091
98740	0.00912
98756	0.00914
98773	0.00915
98790	0.00917
98808	0.00918
98827	0.00919
98847	0.0092
98868	0.00921
98891	0.00923
98915	0.00924
98942	0.00926
98970	0.00927
99002	0.00929
99036	0.0093
99073	0.00932
99113	0.00934
99156	0.00936
99202	0.00939
99250	0.00941
99299	0.00943
99348	0.00946
99397	0.00948
99445	0.0095
99490	0.00952
99534	0.00954
99574	0.00956
99611	0.00955
99644	0.00963
99674	0.00959
99701	0.00952
99724	0.00966
99745	0.00979
99763	0.00969
99778	0.00946
99792	0.00936
99804	0.00947
99815	0.0097
99828	0.01007
99839	0.01027
99850	0.01022
99860	0.00985
99871	0.00925
99881	0.00879
99892	0.00878
99903	0.0093
99915	0.01024
99925	0.01141
99935	0.01308
99945	0.01679
99955	0.02338
99965	0.0322
99975	0.04104
99986	0.04988
99996	0.05873
